redump_name,Title,Foreign Title,serial
FIFA 13 (Germany),FIFA 13,,ULES-01574
FIFA 13 (Italy),FIFA 13,,ULES-01573
FIFA 13 (Netherlands),FIFA 13,,ULES-01567
FIFA 13 (Poland),FIFA 13,,ULES-01568
FIFA 13 (Portugal),FIFA 13,,ULES-01571
FIFA 13 (Russia),FIFA 13,,ULES-01570
FIFA 13 (Spain),FIFA 13,,ULES-01572
"FIFA 14 - Edicion Legado (Latin America) (En,Es)",FIFA 14: Edición Legado,,ULUS-10655
FIFA 14 - Legacy Edition (Germany),FIFA 14: Legacy Edition,,ULES-01589
FIFA 14 - Legacy Edition (Italy),FIFA 14: Legacy Edition,,ULES-01588
FIFA 14 (Europe),FIFA 14,,ULES-01586/E
FIFA 14 (France),FIFA 14,,ULES-01587
FIFA 14 (Netherlands),FIFA 14,,ULES-01594
FIFA 14 (Poland),FIFA 14,,ULES-01593
FIFA 14 (Portugal),FIFA 14,,ULES-01592
FIFA 14 (Russia),FIFA 14,,ULES-01591
FIFA 14 (Spain),FIFA 14,,ULES-01590
FIFA Fussball-Weltmeisterschaft Deutschland 2006 (Germany),FIFA Fussball-Weltmeisterschaft Deutschland 2006,FIFA World Cup Germany 2006,ULES-00342
FIFA Soccer (Korea),FIFA Soccer,피파 축구,ULKS 46011
FIFA Soccer (USA),FIFA Soccer,,ULUS-10011
FIFA Soccer 06 (Asia),,,ULAS 42023
FIFA Soccer 06 (USA),FIFA Soccer 06,,ULUS-10029
FIFA Soccer 07 (USA),FIFA Soccer 07,,ULUS-10112
FIFA Soccer 08 (USA),FIFA Soccer 08,,ULUS-10293
"FIFA Soccer 09 (Canada) (En,Fr)",FIFA Soccer 09,,ULUS 10394
"FIFA Soccer 09 (USA) (En,Es)",FIFA Soccer 09,,ULUS-10369
"FIFA Soccer 10 (Canada) (En,Fr)",FIFA Soccer 10,,ULUS 10473
"FIFA Soccer 10 (USA) (En,Es)",FIFA Soccer 10,,ULUS-10464
"FIFA Soccer 11 (Canada) (En,Fr)",FIFA Soccer 11,,ULUS 10545
"FIFA Soccer 11 (USA) (En,Es) (v1.00)",FIFA Soccer 11,,ULUS-10550
"FIFA Soccer 11 (USA) (En,Es) (v2.00)",FIFA Soccer 11,,ULUS-10550
"FIFA Soccer 12 (Canada) (En,Fr)",FIFA Soccer 12,,ULUS 10587
"FIFA Soccer 12 (USA) (En,Es)",FIFA Soccer 12,,ULUS-10583
"FIFA Soccer 13 (Canada) (En,Fr)",FIFA Soccer 13,,ULUS-10596
"FIFA Soccer 13 (USA) (En,Es)",FIFA Soccer 13,,ULUS-10595
"FIFA Street 2 (Europe) (En,Fr,De)",FIFA Street 2,,ULES-00264
FIFA Street 2 (USA),FIFA Street 2,,ULUS-10067
FIFA World Cup Deutsch Taikai 2006 (Japan),FIFA World Cup Deutsch Taikai 2006,FIFA ワールドカップドイツ大会 2006,ULJM-05133
FIFA World Cup Germany 2006 (Europe),FIFA World Cup Germany 2006,2006 FIFA World Cup,ULES-00340
FIFA World Cup Germany 2006 (France),FIFA World Cup Germany 2006,Coupe du Monde de la FIFA 2006,ULES-00341
FIFA World Cup Germany 2006 (Spain),FIFA World Cup Germany 2006,,ULES-00344
FIFA World Cup Germany 2006 (USA),FIFA World Cup Germany 2006,,ULUS-10082
Fight Night Round 3 (Asia),Fight Night Round 3,,ULAS-42044
"Fight Night Round 3 (Europe) (En,Fr)",Fight Night Round 3,,ULES-00270
"Fight Night Round 3 (Europe) (En,Fr)",Fight Night Round 3,,ULES-00270/E
Fight Night Round 3 (USA),Fight Night Round 3,,ULUS 10066
Fight Night Round 3 (USA),Fight Night Round 3,,ULUS 10066GH
"Final Armada (Europe) (En,Fr,De,Es,It)",Final Armada,,ULES-00661
"Final Fantasy - 20th Anniversary Edition (Europe) (En,Ja)",Final Fantasy: 20th Anniversary Edition,,ULES-00986
"Final Fantasy - 20th Anniversary Edition (USA) (En,Ja) (FW3.03)",Final Fantasy: 20th Anniversary Edition,,ULUS-10251
"Final Fantasy - 20th Anniversary Edition (USA) (En,Ja) (FW6.00)",Final Fantasy: 20th Anniversary Edition,,ULUS-10251
"Final Fantasy (Japan, Asia) (En,Ja)",Final Fantasy,ファイナルファンタジー,UCAS-40146
"Final Fantasy (Japan, Asia) (En,Ja)",Final Fantasy,ファイナルファンタジー,UCKS 45056
"Final Fantasy (Japan, Asia) (En,Ja)",Final Fantasy,ファイナルファンタジー,ULJM-05241
"Final Fantasy (Japan, Asia) (En,Ja)",Final Fantasy,ファイナルファンタジー,ULJM-05514
"Final Fantasy II - 20th Anniversary Edition (Europe) (En,Ja)",Final Fantasy II: 20th Anniversary Edition,,ULES-00987
"Final Fantasy II - 20th Anniversary Edition (USA, Canada) (En,Ja)",Final Fantasy II: 20th Anniversary Edition,,ULUS 10263
"Final Fantasy II - 20th Anniversary Edition (USA, Canada) (En,Ja)",Final Fantasy II: 20th Anniversary Edition,,ULUS 10263-F
"Final Fantasy II (Japan, Asia) (En,Ja)",Final Fantasy II,ファイナルファンタジーII,UCAS-40152
"Final Fantasy II (Japan, Asia) (En,Ja)",Final Fantasy II,ファイナルファンタジーII,ULJM-05245
"Final Fantasy II (Japan, Asia) (En,Ja)",Final Fantasy II,ファイナルファンタジーII,ULJM-05515
Final Fantasy III (Japan),Final Fantasy III,ファイナルファンタジーⅢ,ULJM 06133
"Final Fantasy IV - The Complete Collection (Europe) (En,Ja,Fr)",Final Fantasy IV: The Complete Collection,,ULES-01521
"Final Fantasy IV - The Complete Collection (USA) (En,Ja,Fr)",Final Fantasy IV: The Complete Collection,,ULUS-10560
"Final Fantasy IV Complete Collection - Final Fantasy IV & The After Years (Japan) (En,Ja,Fr)",Final Fantasy IV Complete Collection: Final Fantasy IV & The After Years,ファイナルファンタジーⅣ コンプリートコレクション　ファイナルファンタジーⅣ＆ジ・アフターイヤーズ,ULJM 05855
"Final Fantasy IV Complete Collection - Final Fantasy IV & The After Years (Japan) (En,Ja,Fr)",Final Fantasy IV Complete Collection: Final Fantasy IV & The After Years,ファイナルファンタジーⅣ コンプリートコレクション　ファイナルファンタジーⅣ＆ジ・アフターイヤーズ,ULJM 06122
Final Fantasy Reishiki (Japan) (Disc 1),Final Fantasy Reishiki (Disc 1),ファイナルファンタジー 零式,ULJM 05900
Final Fantasy Reishiki (Japan) (Disc 1),Final Fantasy Reishiki (Disc 1),ファイナルファンタジー 零式,ULJM 06217
Final Fantasy Reishiki (Japan) (Disc 2),Final Fantasy Reishiki (Disc 2),ファイナルファンタジー 零式,ULJM 05901
Final Fantasy Reishiki (Japan) (Disc 2),Final Fantasy Reishiki (Disc 2),ファイナルファンタジー 零式,ULJM 06218
"Final Fantasy Tactics - Shishi Sensou (Japan, Korea)",Final Fantasy Tactics: Shishi Sensou,ファイナルファンタジータクティクス:　獅子戦争,UCKS 45058
"Final Fantasy Tactics - Shishi Sensou (Japan, Korea)",Final Fantasy Tactics: Shishi Sensou,ファイナルファンタジータクティクス:　獅子戦争,ULJM 05194
"Final Fantasy Tactics - Shishi Sensou (Japan, Korea)",Final Fantasy Tactics: Shishi Sensou,ファイナルファンタジータクティクス:　獅子戦争,ULJM 05516
Final Fantasy Tactics - The War of the Lions (Europe),Final Fantasy Tactics: The War of the Lions,,ULES-00850
Final Fantasy Tactics - The War of the Lions (USA),Final Fantasy Tactics: The War of the Lions,,ULUS-10297
Final Fantasy Tactics - The War of the Lions (USA),Final Fantasy Tactics: The War of the Lions,,ULUS-10297GH
"Fired Up (Europe, Australia) (En,Fr,De,Es,It)",Fired Up,,UCES-00015
"Fired Up (Europe, Australia) (En,Fr,De,Es,It)",Fired Up,,UCES-00015/ANZ
Firmware 3.73 (Europe),Firmware 3.73,,UCED-01018
"FlatOut - Head On (Europe) (En,Fr,De,Es,It)",FlatOut: Head On,,ULES-00968
FlatOut - Head On (Germany),FlatOut: Head On,,ULES-00969
FlatOut - Head On (USA),FlatOut: Head On,,ULUS-10328
Flowars (Korea),Flowars,용쟁화투,ULKS 46008
"Football Manager Handheld (Europe) (En,Fr,De,Es,It)",Football Manager Handheld,,ULES-00248
"Football Manager Handheld 2007 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2007,,ULES-00549
"Football Manager Handheld 2008 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2008,,ULES-00934
"Football Manager Handheld 2009 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2009,,ULES-01152
"Football Manager Handheld 2010 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2010,,ULES-01338
"Football Manager Handheld 2011 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2011,,ULES-01455
"Football Manager Handheld 2012 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2012,,ULES-01555
"Football Manager Handheld 2013 (Europe) (En,Fr,Es,It)",Football Manager Handheld 2013,,ULES-01582
Ford Bold Moves Street Racing (USA),Ford Bold Moves Street Racing,,ULUS-10159
Ford Racing - Off Road (USA),Ford Racing: Off Road,,ULUS-10326
"Ford Street Racing - L.A. Duel (Europe) (En,Fr,De,Es,It)",Ford Street Racing: L.A. Duel,,ULES-00564
Ford Street Racing XR Edition (Australia),Ford Street Racing XR Edition,,ULES-00588
Formula 1 - F1 05 Portable (Japan),Formula 1: F1 05 Portable,フォーミュラワン　０５　ポータブル,UCJS 10019
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi)",Formula One 06,,UCES-00238
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi) (Beta) (2006-06-15)",Formula One 06,,UCET-00359/0.04
"Frantix (Europe) (En,Fr,De,Es,It)",Frantix,,ULES-00175
Frantix (USA),Frantix,,ULUS-10039
"Freak Out - Extreme Freeride (Europe) (En,Fr,De,Es,It)",Freak Out: Extreme Freeride,,ULES-00783
"Free Running (Europe) (En,Fr,De,Es,It)",Free Running,,ULES-00704
"Frogger - Helmet Chaos (Europe) (En,Fr,De,Es,It)",Frogger: Helmet Chaos,,ULES-00207
Frogger - Helmet Chaos (USA),Frogger: Helmet Chaos,,ULUS-10026
Frontier Gate (Japan),,,ULJM 05888
Frontier Gate Boost+ (Japan),,,ULJM 06228
Fukufuku no Shima (Japan),Fukufuku no Shima,福福の島,UCJS 10016
"Full Auto 2 - Battlelines (Europe) (En,Fr,De,Es,It)",Full Auto 2: Battlelines,,ULES-00754
Full Auto 2 - Battlelines (USA),Full Auto 2: Battlelines,,ULUS-10220
"Fullmetal Alchemist - Brotherhood (Europe) (En,De)",Fullmetal Alchemist: Brotherhood,,ULES-01432
Fullmetal Alchemist - Brotherhood (France),Fullmetal Alchemist: Brotherhood,,ULES-01433
Furtif + Wipeout Pure (France),Furtif + WipEout Pure,,ULES-00231
Fushigi no Dungeon - Fuurai no Shiren 3 Portable (Japan),Fushigi no Dungeon: Fuurai no Shiren 3 Portable,不思議のダンジョン　風来のシレン３　ポータブル,ULJS 00239
Fushigi no Dungeon - Fuurai no Shiren 4 Plus - Kami no Hitomi to Akuma no Heso (Japan),Fushigi no Dungeon: Fuurai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso,不思議のダンジョン 風来のシレン４ plus 神の眼と悪魔のヘソ,ULJS 00547
Fuuun Shinsengumi Bakumatsuden Portable (Japan),Fuuun Shinsengumi Bakumatsuden Portable,風雲 新撰組 ー幕末伝ー Ｐｏｒｔａｂｌｅ,ULJM 05561
"G.I. Joe - The Rise of Cobra (Europe) (En,Fr,De,Es,It)",G.I. Joe: The Rise of Cobra,,ULES-01277
G.I. Joe - The Rise of Cobra (USA),G.I. Joe: The Rise of Cobra,,ULUS-10435
Gachitora! Abarenbou Kyoushi in High School (Japan),Gachitora! Abarenbou Kyoushi in High School,ガチトラ！　～暴れん坊教師　ｉｎ　Ｈｉｇｈ　Ｓｃｈｏｏｌ～,ULJS 00355
Gakuen Heaven - Boy's Love Scramble! (Japan) (Disc 1),,,ULJM 05562
Gakuen Heaven - Boy's Love Scramble! (Japan) (Disc 2),,,ULJM 05563
Gakuen Heaven - Okawari! (Japan),,,ULJM 05729
Gakuen Hetalia Portable (Japan),Gakuen Hetalia Portable,学園ヘタリア　Ｐｏｒｔａｂｌｅ,ULJM 05839
Gamble Con Fight (Japan),,,ULJM 05092
"Game Demo, Papa no Iu Koto o Kikinasai! (Japan)",,,ULJS 00478
Game Sharing Server Disc (Europe),Game Sharing Server Disc,,UCES-00218/1.00
Gangs of London (Asia),,,UCAS 40125
"Gangs of London (Europe) (En,Fr,De,Es,It,Pt)",Gangs of London,,UCES-00113
Gangs of London (Germany),Gangs of London,,UCES-00523
Gangs of London (USA),Gangs of London,,UCUS-98617
"Gangs of London (USA) (En,Fr,Es) (Demo)",Gangs of London,,UCUS 98689
Garnet Chronicle - Kouki no Maseki (Japan),,,ULJM 05369
Garnet Cradle Portable - Kagi no Himemiko (Japan),,,ULJM 05858
"Geki Sengoku Musou (Japan, Asia)",Geki Sengoku Musou,"激・戦国無双, 激・戰國無雙",ULAS 42219
"Geki Sengoku Musou (Japan, Asia)",Geki Sengoku Musou,"激・戦国無双, 激・戰國無雙",ULJM 05071
"Geki Sengoku Musou (Japan, Asia)",Geki Sengoku Musou,"激・戦国無双, 激・戰國無雙",ULJM 08012
Gekka Ryouran Romance (Japan),Gekka Ryouran Romance,月華繚乱ROMANCE,ULJM-05943
Gendai Daisenryaku - Isshoku Sokuhatsu Gunji Balance Houkai (Japan),Gendai Daisenryaku: Isshoku Sokuhatsu Gunji Balance Houkai,現代大戦略: 一触即発軍事バランス崩壊,ULJS-00213
Generation of Chaos (Europe),Generation of Chaos,,ULES-00820
Generation of Chaos (USA),Generation of Chaos,,ULUS-10075
Genroh (Japan),Genroh,源狼,ULJM 06144
"Gensan (Europe) (En,Fr,De,Es,It)",Gensan,,ULES-01360
Gensou Suikoden - Tsumugareshi Hyakunen no Toki (Japan),Gensou Suikoden: Tsumugareshi Hyakunen no Toki,幻想水滸伝　紡がれし百年の時,ULJM 05886
Gensou Suikoden I & II (Japan) (v2.00),Gensou Suikoden I & II,幻想水滸伝Ⅰ＆Ⅱ ,ULJM 05086
Gensou Suikoden I & II (Japan) (v2.00),Gensou Suikoden I & II,幻想水滸伝Ⅰ＆Ⅱ ,ULJM 05827
"Geronimo Stilton - Return to the Kingdom of Fantasy - The Videogame (Europe) (En,Fr,Es,It,Nl,Pt,El)",Geronimo Stilton: Return to the Kingdom of Fantasy: The Videogame,,UCES-01563
"Geronimo Stilton in the Kingdom of Fantasy (Europe) (En,Fr,Es,It,Nl,Pt)",Geronimo Stilton in the Kingdom of Fantasy,,UCES-01535
Geten no Hana - Yume Akari (Japan),,,ULJM 06361
Geten no Hana (Japan),,,ULJM 06234
Getsuei no Kusari - Kyouran Moratorium (Japan),,,ULJS 00599
Getsuei no Kusari - Sakuran Paranoia (Japan),,,ULJS 00579
Ghost in the Shell - Stand Alone Complex (Europe),Ghost in the Shell: Stand Alone Complex,,ULES-00135
Ghost in the Shell - Stand Alone Complex (USA),Ghost in the Shell: Stand Alone Complex,,ULUS-10020
"Ghost Rider (Europe) (En,Fr,De,Es,It)",Ghost Rider,,ULES-00630
Ghost Rider (USA),Ghost Rider,,ULUS 10210
"Ghostbusters - The Video Game (Europe) (En,Fr,Es,Nl)",Ghostbusters: The Video Game,,UCES-01276
"Ghostbusters - The Video Game (Europe) (Fr,De,It)",Ghostbusters: The Video Game,,UCES-01321
Ghostbusters - The Video Game (USA),Ghostbusters: The Video Game,,ULUS-10486
Ginsei Shougi Portable - Fuun Ryuuko Raiden (Japan),Ginsei Shougi Portable: Fuun Ryuuko Raiden,銀星将棋 PORTABLE 風雲龍虎雷伝,ULJS-00405
Ginsei Shougi Portable (Japan),Ginsei Shougi Portable,銀星将棋ＰＯＲＴＡＢＬＥ,ULJS 00269
Gintama no Sugoroku (Japan),Gintama no Sugoroku,銀魂のすごろく,ULJS 00559
"Gitaroo Man Lives! (Europe) (En,Fr,De)",Gitaroo Man Lives!,,ULES-00383
Gitaroo Man Lives! (Japan),Gitaroo Man Lives!,ギタルマン　ライブ！,ULJM 05130
Gitaroo Man Lives! (Korea),Gitaroo Man Lives!,기타루 맨 Ｌｉｖｅｓ！,ULKS 46071
Gitaroo Man Lives! (USA),Gitaroo Man Lives!,,ULUS-10207
Gladiator Begins (Europe),Gladiator Begins,,ULES-01515
Gladiator Begins (USA),Gladiator Begins,,ULUS-10528
Glass Heart Princess - Platinum (Japan),Glass Heart Princess Platinum,グラスハート　プリンセス：プラチナム,ULJM 06308
Glass Heart Princess - Platinum (Japan),Glass Heart Princess Platinum,グラスハート　プリンセス：プラチナム,ULJM 06309
Glass Heart Princess (Japan),,,ULJM 06195
Glorace - Phantastic Carnival (Korea),Glorace: Phantastic Carnival,글로레이스 : 판타스틱 카니발,UCKM 84002
Glorace - Phantastic Carnival (Korea),Glorace: Phantastic Carnival,글로레이스 : 판타스틱 카니발,UCKS-45001
Gloria Union - Twin Fates in Blue Ocean (Japan),,,ULJM 05813
"Go! Sudoku (Europe) (En,Fr,De,Es,It)",Go! Sudoku,,UCES-00152
"Go! Sudoku (USA) (En,Fr,De,Es,It)",Go! Sudoku,,ULUS-10095
"Go!Explore (Belgium, Netherlands) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00885
"Go!Explore (France) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00882
"Go!Explore (Germany) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00886
"Go!Explore (Italy) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00884#
"Go!Explore (Scandinavia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00883
"Go!Explore (Spain, Portugal) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00853
"Go!Explore (UK) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Go!Explore,,UCES-00881
God Eater (Japan),God Eater,ゴッドイーター,ULJS 00237
God Eater (Japan) (Taikenban),,,ULJM 91019
God Eater 2 (Japan),God Eater 2,ゴッドイーター２,ULJS 00597
God Eater Burst - Append-ban (Japan),God Eater Burst: Append-ban,ゴッドイーター　バースト　アペンド版,ULJS 00350
God Eater Burst (Japan),God Eater Burst,ゴッドイーター　バースト,ULJS 00351
God Eater Burst (Japan),God Eater Burst,ゴッドイーター　バースト,ULJS 19056
God Eater Burst (Japan),God Eater Burst,ゴッドイーター　バースト,ULJS 19081
God of War - Chains of Olympus - Battle of Attica (USA) (Demo),God of War: Chains of Olympus: Battle of Attica,,UCUS 98713
God of War - Chains of Olympus - Battle of Attica (USA) (Demo),God of War: Chains of Olympus: Battle of Attica,,UCUS 98713BB
God of War - Chains of Olympus - Special Edition - Battle of Attica (USA) (Demo),God of War: Chains of Olympus: Special Edition: Battle of Attica,,UCUS 98705
"God of War - Chains of Olympus (Asia) (En,Zh)",God of War: Chains of Olympus,,UCAS-40198
God of War - Chains of Olympus (Europe) (Beta) (2008-02-02),God of War: Chains of Olympus,,UCET-00844
God of War - Chains of Olympus (Europe) (Demo),God of War: Chains of Olympus,,UCED-00970
"God of War - Chains of Olympus (Europe, Australia) (En,Fr,De,Es,It)",God of War: Chains of Olympus,,UCES-00842
"God of War - Chains of Olympus (Europe, Australia) (En,Fr,De,Es,It)",God of War: Chains of Olympus,,UCES-00842/ANZ
"God of War - Chains of Olympus (Europe, Australia) (En,Fr,De,Es,It)",God of War: Chains of Olympus,,UCES-00842/P
God of War - Chains of Olympus (Korea),God of War: Chains of Olympus,,UCKS-45084
God of War - Chains of Olympus (Korea),God of War: Chains of Olympus,,UCKS-45155
God of War - Chains of Olympus (USA),God of War: Chains of Olympus,,UCUS 98653
"God of War - Ghost of Sparta (Asia) (En,Zh,Ko)",God of War: Ghost of Sparta,갓 오브 워: 고스트 오브 스파르타,UCAS 40323
"God of War - Ghost of Sparta (Asia) (En,Zh,Ko)",God of War: Ghost of Sparta,갓 오브 워: 고스트 오브 스파르타,UCKS 45161
"God of War - Ghost of Sparta (Europe) (En,Pl,Ru)",God of War: Ghost of Sparta,,UCES-01473
"God of War - Ghost of Sparta (Europe, Australia) (En,Fr,De,Es,It)",God of War: Ghost of Sparta,,UCES-01401
"God of War - Ghost of Sparta (USA) (En,Fr,Es)",God of War: Ghost of Sparta,,UCUS 98737
"God of War - Koutan no Kokuin (Japan) (En,Ja)",God of War: Koutan no Kokuin,ゴッド・オブ・ウォー 降誕の刻印,UCJS 10114
God of War - Rakujitsu no Hisoukyoku (Japan),God of War: Rakujitsu no Hisoukyoku,ゴッド・オブ・ウォー 落日の悲愴曲,ULJM 05348
God of War - Rakujitsu no Hisoukyoku (Japan),God of War: Rakujitsu no Hisoukyoku,ゴッド・オブ・ウォー 落日の悲愴曲,ULJM 05438
"Godfather, The - Mob Wars (Asia)",The Godfather: Mob Wars,,ULAS-42054
"Godfather, The - Mob Wars (USA)",The Godfather: Mob Wars,,ULUS-10098
"Godfather, The (Europe) (En,Nl,Pl)",The Godfather,,ULES-00394
"Godfather, The (Europe) (En,Nl,Pl)",The Godfather,,ULES-00394#
Gods Eater Burst (Europe),Gods Eater Burst,,ULES-01519
Gods Eater Burst (USA),Gods Eater Burst,,ULUS-10563
Goku Makaimura (Japan),Goku Makaimura,極魔界村,ULJM 05147
Goku Makaimura Kai (Japan),Goku Makaimura Kai,極魔界村 改,ULJM 05265
Goku Makaimura Kai (Japan),Goku Makaimura Kai,極魔界村 改,ULJM 05366
"Golden Compass, The (Europe) (En,Nl,Sv,No,Da)",The Golden Compass,,ULES-00950
"Golden Compass, The (USA)",The Golden Compass,,ULUS-10315
"Goldene Kompass, Der (Germany)",Der Goldene Kompass,,ULES-00952
Gottlieb Pinball Classics (Europe),Gottlieb Pinball Classics,,ULES-00212
"Gottlieb Pinball Classics (Europe) (En,Fr,De,Es,It)",Gottlieb Pinball Classics,,ULES-00213
"Gradius Collection (Europe) (En,Fr,De,Es,It)",Gradius Collection,,ULES-00381
Gradius Collection (USA),Gradius Collection,,ULUS-10103
Gradius Portable (Japan),Gradius Portable,グラディウスポータブル,ULJM 05091
Gradius Portable (Japan),Gradius Portable,グラディウスポータブル,ULJM 05222
"Gran Turismo (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v1.01)",Gran Turismo,,UCES-01245
"Gran Turismo (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",Gran Turismo,,UCES-01245#
"Gran Turismo (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",Gran Turismo,,UCES-01245/E
"Gran Turismo (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",Gran Turismo,,UCES-01245/P
"Gran Turismo (Japan) (En,Ja) (v1.01)",Gran Turismo,グランツーリスモ,UCJS 10100
"Gran Turismo (Japan) (En,Ja) (v2.00)",Gran Turismo,グランツーリスモ,UCJS 10100
"Gran Turismo (Japan) (En,Ja) (v2.00)",Gran Turismo,グランツーリスモ,UCJS 18055
"Gran Turismo (USA) (En,Fr,Es) (v1.00)",Gran Turismo,,UCUS 98632
"Gran Turismo (USA) (En,Fr,Es) (v2.00)",Gran Turismo,,UCUS-90691
"Gran Turismo (USA) (En,Fr,Es) (v2.00)",Gran Turismo,,UCUS-98632
Grand Knights History (Japan),Grand Knights History,グランナイツヒストリー,ULJS 00394
Grand Knights History (Japan),Grand Knights History,グランナイツヒストリー,ULJS 19068
"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It)",Grand Theft Auto: Chinatown Wars,,ULES-01347
"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It) (Beta) (v0.01) (2009-08-31)",Grand Theft Auto: Chinatown Wars,,ULET-01349/0.01
"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It) (Beta) (v0.02) (2009-09-15)",Grand Theft Auto: Chinatown Wars,,ULET-01349/0.02
Grand Theft Auto - Chinatown Wars (Japan),Grand Theft Auto: Chinatown Wars,グランド・セフト・オート　～チャイナタウン・ウォーズ～,ULJM 05604
Grand Theft Auto - Chinatown Wars (Japan),Grand Theft Auto: Chinatown Wars,グランド・セフト・オート　～チャイナタウン・ウォーズ～,ULJM 05804
Grand Theft Auto - Chinatown Wars (USA),Grand Theft Auto: Chinatown Wars,,ULUS-10490
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v1.05)",Grand Theft Auto: Liberty City Stories,,ULES-00151
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v2.00)",Grand Theft Auto: Liberty City Stories,,ULES-00151
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v2.00)",Grand Theft Auto: Liberty City Stories,,ULES-00151#
"Grand Theft Auto - Liberty City Stories (Europe) (En,Fr,De,Es,It) (v3.00)",Grand Theft Auto: Liberty City Stories,,ULES-00151
