Redump_Name,Serial_1,Serial_2
Tony Hawk's Pro Skater 4 (Europe),DOL-GT4P-UKV,
Tony Hawk's Pro Skater 4 (France),DOL-GT4F-FRA,
Tony Hawk's Pro Skater 4 (Germany),DOL-GT4D-NOE,
Tony Hawk's Pro Skater 4 (USA),DOL-GT4E-USA,
"Tony Hawk's Underground (Europe) (En,Fr,De)",DOL-GTDP-EUR,
Tony Hawk's Underground (USA),DOL-GTDE-USA,
"Tony Hawk's Underground 2 (Europe) (En,Fr,De)",DOL-G2TP-EUR,
Tony Hawk's Underground 2 (USA),DOL-G2TE-USA,
Top Angler - Real Bass Fishing (Europe),DOL-GTAP-UKV,
Top Angler - Real Bass Fishing (USA),DOL-GTAE-USA,
Top Gun - Ace of the Sky (Japan),DOL-GTGJ-JPN,
"Top Gun - Combat Zones (Europe) (En,Fr,De,Es,It,Nl)",DOL-GTGP-EUR,
Top Gun - Combat Zones (USA),DOL-GTGE-USA,
Totsugeki!! Famicom Wars (Japan),DOL-G8WJ-JPN,
"Tower of Druaga, The (Japan)",DOL-PKBJ-JPN,
TransWorld Surf - Next Wave (USA),DOL-GTVE-USA,
Trigger Man (USA),DOL-GG2E-USA,
True Crime - New York City (Europe),DOL-G2CP-UKV,
"True Crime - New York City (Europe) (Fr,Es,It)",DOL-G2CX-EUR,
True Crime - New York City (Germany),DOL-G2CD-NOE,
True Crime - New York City (USA),DOL-G2CE-USA,
"True Crime - Streets of LA (Europe) (En,Fr,De)",DOL-GTLX-EUR,
True Crime - Streets of LA (UK),DOL-GTLP-UKV,
True Crime - Streets of LA (USA),DOL-GTLE-USA,DOL-GTLE-USA-01
Tube Slider - The Championship of Future Formula (USA),DOL-GTUE-USA,
"Turok - Evolution (Europe) (En,Fr,Es,It)",DOL-GTKP-EUR,
Turok - Evolution (Germany),DOL-GTKD-NOE,
Turok - Evolution (USA),DOL-GTKE-USA,
TY the Tasmanian Tiger - Night of the Quinkan (USA),DOL-GIZE-USA,
"TY the Tasmanian Tiger (Europe) (En,Fr,De,Es,It)",DOL-GTYP-EUR,
TY the Tasmanian Tiger (USA),DOL-GTYE-USA,
"TY the Tasmanian Tiger 2 - Bush Rescue (Europe) (En,Fr,De)",DOL-GYTP-EUR,DOL-GYTP-NOE
TY the Tasmanian Tiger 2 - Bush Rescue (USA),DOL-GYTE-USA,
UEFA Champions League 2004-2005 (Europe),DOL-GUCP-UKV,
UEFA Champions League 2004-2005 (France),DOL-GUCF-FRA,
UEFA Champions League 2004-2005 (Germany),DOL-GUCD-NOE,
UFC - Throwdown (Europe),DOL-GUFP-EUR,
UFC - Throwdown (USA),DOL-GUFE-USA,
UFC - Ultimate Fighting Championship 2 - Tapout - Final Spec (Japan),DOL-GUFJ-JPN,
Ultimate Cheats for Use with Metroid Prime (UK) (Unl),,
Ultimate Cheats for Use with The Legend of Zelda - The Wind Waker (UK) (Unl),,
Ultimate Cheats fuer Splinter Cell (Germany) (Unl),,
Ultimate Cheats fuer The Legend of Zelda - The Wind Waker (Germany) (Unl),,
Ultimate Codes for Use with Animal Crossing (USA) (Unl),,
Ultimate Codes for Use with Metroid Prime (USA) (Unl),,
Ultimate Codes for Use with The Legend of Zelda - The Wind Waker (USA) (Unl),,
Ultimate Codes for Use with Tom Clancy's Splinter Cell (USA) (Unl),,
Ultimate Muscle - Legends vs. New Generation (USA),DOL-GKNE-USA,
Ultimate Spider-Man (Europe),DOL-GUTP-EUR,DOL-GUTP-UKV
Ultimate Spider-Man (France),DOL-GUTF-FRA,
Ultimate Spider-Man (Germany),DOL-GUTD-NOE,
Ultimate Spider-Man (Italy),DOL-GUTI-ITA,
Ultimate Spider-Man (Japan),DOL-GUTJ-JPN,
Ultimate Spider-Man (Spain),DOL-GUTS-ESP,
Ultimate Spider-Man (USA),DOL-GUTE-USA,
Una Serie de Catastroficas Desdichas de Lemony Snicket (Spain),DOL-GLCS-ESP,
Universal Studios Japan Adventure (Japan),DOL-GUSJ-JPN,
"Universal Studios Theme Park Adventure (Europe) (En,Fr,De,Es)",DOL-GUSP-EUR,
Universal Studios Theme Park Adventure (USA),DOL-GUSE-USA,
"Urban Freestyle Soccer (Europe) (En,Fr,De,Es,It)",DOL-GUVP-EUR,
"Urbz, The - Sims in the City (Europe) (En,Fr,De,Es,Nl)",DOL-GUBP-UKV,
"Urbz, The - Sims in the City (Japan)",DOL-GUBJ-JPN,
"Urbz, The - Sims in the City (USA)",DOL-GUBE-USA,
"Vexx (Europe) (En,Fr,De,Es,It)",DOL-GJXP-EUR,
Vexx (USA),DOL-GJXE-USA,
Viewtiful Joe - Battle Carnival (Japan),DOL-GVCJ-JPN,
"Viewtiful Joe - Red Hot Rumble (Europe) (En,Fr,De,Es,It)",DOL-GVCP-EUR,
Viewtiful Joe - Red Hot Rumble (USA),DOL-GVCE-USA,
"Viewtiful Joe (Europe) (En,Fr,De,Es,It)",DOL-GVJP-EUR,DOL-GVJP-NOE
Viewtiful Joe (Europe) (Promo),DOL-DVJP-EUR,
Viewtiful Joe (Japan),DOL-GVJJ-JPN,
Viewtiful Joe (USA),DOL-GVJE-USA,
Viewtiful Joe 2 - Black Film no Nazo (Japan),DOL-G2VJ-JPN,
"Viewtiful Joe 2 (Europe) (En,Fr,De,Es,It)",DOL-G2VP-EUR,
Viewtiful Joe 2 (USA),DOL-G2VE-USA,
Viewtiful Joe Revival (Japan),DOL-GVFJ-JPN,
Virtua Fighter Cyber Generation - Judgment Six no Yabou (Japan),DOL-G8FJ-JPN,
Virtua Quest (USA),DOL-G8FE-USA,
Virtua Striker 2002 (USA),DOL-GVSE-USA,
"Virtua Striker 3 Ver. 2002 (Europe) (En,Fr,De,Es,It)",DOL-GVSP-EUR,
Virtua Striker 3 Ver. 2002 (Japan),DOL-GVSJ-JPN,
"V-Rally 3 (Europe) (En,Fr,De,Es,It)",DOL-GV3P-UKV,
"V-Rally 3 (Japan) (En,Ja,Fr,De,Es,It)",DOL-GV3J-JPN,
Wai Wai Golf (Japan),DOL-GWGJ-JPN,
"Wallace & Gromit in Project Zoo (Europe) (En,Fr,De,Es,It)",DOL-GWLX-EUR,
Wallace & Gromit in Project Zoo (UK),DOL-GWLP-UKV,
Wallace & Gromit in Project Zoo (USA),DOL-GWLE-USA,
Walt Disney Pictures Presents Meet the Robinsons (USA),DOL-GQTE-USA,
"Wario World (Europe) (En,Fr,De,Es,It)",DOL-GWWP-EUR,
Wario World (Japan),DOL-GWWJ-JPN,
Wario World (Korea),DOL-GWWE-KOR,
Wario World (USA),DOL-GWWE-USA,
"WarioWare, Inc. - Mega Party Game$! (Europe) (En,Fr,De,Es,It)",DOL-GZWP-EUR,
"WarioWare, Inc. - Mega Party Game$! (USA)",DOL-GZWE-USA,
Warrior Blade - Rastan vs. Barbarian (Japan),DOL-GBNJ-JPN,
"Wave Race - Blue Storm (Europe, Australia)",DOL-GWRP-EUR,
Wave Race - Blue Storm (Japan),DOL-GWRJ-JPN,
Wave Race - Blue Storm (USA),DOL-GWRE-USA,
"Whirl Tour (Europe) (En,Fr,De,Es,It)",DOL-GWUP-EUR,
Whirl Tour (USA),DOL-GWUE-USA,
Whirl Tour (USA) (Beta) (2002-09-14),,
"World Racing (Europe) (En,Fr,De,Es,It)",DOL-GWDP-EUR,
World Series of Poker (USA) (Rev 1),DOL-GW8E-USA,
World Soccer Winning Eleven 6 - Final Evolution (Japan),DOL-GW6J-JPN,
"Worms 3D (Europe) (En,Fr,De,Es,It)",DOL-GWMP-EUR,
"Worms 3D (USA) (En,Fr)",DOL-GWME-USA,
"Worms Blast (Europe) (En,Fr,De,Es,It)",DOL-GWBP-EUR,
"Worms Blast (USA) (En,Fr,Es)",DOL-GWBE-USA,
"Wreckless - The Yakuza Missions (Europe) (En,Fr,De)",DOL-GWQP-EUR,
Wreckless - The Yakuza Missions (USA),DOL-GWQE-USA,
WTA Tour Tennis (USA),DOL-GWTE-USA,
WTA Tour Tennis Pro Evolution (Japan),DOL-GWTJ-JPN,
WWE Crush Hour (Europe),DOL-GCHP-EUR,DOL-GCHP-UKV
WWE Crush Hour (USA),DOL-GCHE-USA,
WWE Day of Reckoning (Europe),DOL-GWPP-EUR,
WWE Day of Reckoning (Europe) (Rev 1),DOL-GWPP-NOE,
WWE Day of Reckoning (Japan),DOL-GWPJ-JPN,
WWE Day of Reckoning (USA),DOL-GWPE-USA,
WWE Day of Reckoning (USA) (Rev 1),DOL-GWPE-USA,
WWE Day of Reckoning 2 (Europe),DOL-GW2P-EUR,
WWE Day of Reckoning 2 (USA),DOL-GW2E-USA,
WWE WrestleMania X8 (Europe),DOL-GW3P-EUR,
WWE WrestleMania X8 (Japan),DOL-GW3J-JPN,
WWE WrestleMania X8 (Japan) (Taikenban),DOL-DW3J-DIS,
WWE WrestleMania X8 (USA),DOL-GW3E-USA,
"WWE WrestleMania XIX (Europe, Australia)",DOL-GW9P-EUR,DOL-GW9P-UKV
WWE WrestleMania XIX (Japan),DOL-GW9J-JPN,
WWE WrestleMania XIX (Korea),DOL-GW9E-KOR,
WWE WrestleMania XIX (USA),DOL-GW9E-USA,
X2 - Wolverine's Revenge (USA),DOL-GWVE-USA,
"Xeno Crisis (Europe) (En,Ja,Fr,De,Es,It,Nl,Pt) (Unl)",BB-BMP-GCRP-EUR,
"Xeno Crisis (Japan) (En,Ja,Fr,De,Es,It,Nl,Pt) (Unl)",BB-BMP-GCRJ-JPN,
"XGIII - Extreme G Racing (Europe) (En,Fr,De,Es)",DOL-G3EP-EUR,
XGIII - Extreme G Racing (Japan),DOL-G3EJ-JPN,
XGIII - Extreme G Racing (USA),DOL-G3EE-USA,
"XGRA - Extreme G Racing Association (Europe) (En,Fr,De,Es,It)",DOL-GXAP-EUR,
XGRA - Extreme G Racing Association (USA),DOL-GXAE-USA,
XIII (Europe),DOL-GX3P-UKV,
"XIII (Europe) (Fr,De,Es,It)",DOL-GX3X-EUR,
"XIII (USA) (En,Fr,Es)",DOL-GX3E-USA,
X-Men - Next Dimension (Europe),DOL-GXMP-EUR,
X-Men - Next Dimension (USA),DOL-GXME-USA,
"X-Men - The Official Game (Europe) (En,Fr)",DOL-G3XP-EUR,
X-Men - The Official Game (USA),DOL-G3XE-USA,
X-Men 2 - Wolverine's Revenge (Europe),DOL-GWVP-UKV,
"X-Men 2 - Wolverine's Revenge (Europe) (Fr,De,Es)",DOL-GWVX-EUR,
X-Men Legends (Europe),DOL-GXLP-UKV,
"X-Men Legends (Europe) (En,Fr,De)",DOL-GXLX-EUR,
X-Men Legends (USA),DOL-GXLE-USA,
X-Men Legends II - El Ascenso de Apocalipsis (Spain),DOL-GX2S-ESP,
"X-Men Legends II - Rise of Apocalypse (Europe) (En,Fr,It)",DOL-GX2P-EUR,
X-Men Legends II - Rise of Apocalypse (Germany),DOL-GX2D-NOE,
X-Men Legends II - Rise of Apocalypse (USA),DOL-GX2E-USA,
Yu-Gi-Oh! Falsebound Kingdom - Kyokou ni Tozasareta Oukoku (Japan),DOL-GYFJ-JPN,
Yu-Gi-Oh! Falsebound Kingdom - Kyokou ni Tozasareta Oukoku (Japan) (Taikenban),DOL-DYFJ-DIS,
"Yu-Gi-Oh! The Falsebound Kingdom (Europe) (En,Fr,De,Es,It)",DOL-GYFP-UKV,
Yu-Gi-Oh! The Falsebound Kingdom (USA),DOL-GYFE-USA,
"Zapper (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)",DOL-GZPP-EUR,
Zapper (USA),DOL-GZPE-USA,
Zatch Bell! Mamodo Battles (USA),DOL-GYKE-USA,
Zatch Bell! Mamodo Fury (USA),DOL-GABE-USA,
Zelda Collection (Japan),DOL-PZLJ-JPN,
Zelda no Densetsu - 4-tsu no Tsurugi+ (Japan),DOL-G4SJ-JPN,
Zelda no Densetsu - Kaze no Takuto (Japan),DOL-GZLJ-JPN,
Zelda no Densetsu - Toki no Ocarina GC (Japan),DOL-D43J-DIS,
Zelda no Densetsu - Twilight Princess (Japan),DOL-GZ2J-JPN,
Zoids - Battle Legends (USA),DOL-GZSE-USA,
Zoids - Full Metal Crash (Japan),DOL-GZHJ-JPN,
Zoids Vs. (Japan) (Rev 1),DOL-GZOJ-JPN,
Zoids Vs. II (Japan),DOL-GZSJ-JPN,
Zoids Vs. II (Japan) (Rev 1),DOL-GZSJ-JPN,
Zoids Vs. III (Japan),DOL-GZVJ-JPN,
Zoids Vs. III (Japan) (Rev 2),DOL-GZVJ-JPN,
"ZooCube (Europe) (En,Fr,De,Es,It)",DOL-GZCP-EUR,
ZooCube (Japan),DOL-GZCJ-JPN,
ZooCube (USA),DOL-GZCE-USA,
